transaction_id,order_id,integration_type,status,error_code,processing_time_ms,retry_count,transaction_date,exception_flag,exception_types,integration_type_encoded,status_encoded,anomaly_flag,final_exception
TXN12410,SO30809,EDI_856,SUCCESS,,4062,0,2024-11-01 11:00:30,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12414,SO35817,API_ORDER,SUCCESS,,5330,0,2024-11-01 11:00:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12415,SO32512,API_ORDER,SUCCESS,,5926,0,2024-11-01 11:00:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12417,SO30011,API_ORDER,SUCCESS,,3828,0,2024-11-01 11:00:51,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12420,SO30483,EDI_850,SUCCESS,,3594,0,2024-11-01 11:01:00,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12422,SO31902,EDI_850,SUCCESS,,4290,0,2024-11-01 11:01:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12423,SO36171,API_INVOICE,SUCCESS,,4739,0,2024-11-01 11:01:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12424,SO32678,EDI_856,FAILED,ERR_INVALID_VALUE,2161,1,2024-11-01 11:01:12,True,FAILED_TRANSACTION,3,0,False,True
TXN12425,SO32153,EDI_850,SUCCESS,,5937,0,2024-11-01 11:01:15,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12426,SO33081,API_ORDER,SUCCESS,,4310,0,2024-11-01 11:01:18,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12427,SO33312,EDI_856,PENDING,,5715,1,2024-11-01 11:01:21,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED",3,1,False,True
TXN12428,SO39160,EDI_850,SUCCESS,,4028,0,2024-11-01 11:01:24,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12430,SO32257,API_INVOICE,SUCCESS,,3449,0,2024-11-01 11:01:30,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12431,SO30600,API_ORDER,FAILED,ERR_MISSING_FIELD,1229,4,2024-11-01 11:01:33,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN12433,SO33937,API_INVOICE,SUCCESS,,5048,0,2024-11-01 11:01:39,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12434,SO33814,EDI_856,PENDING,,1033,5,2024-11-01 11:01:42,True,RETRY_LIMIT_EXCEEDED,3,1,True,True
TXN12435,SO37624,API_INVOICE,SUCCESS,,3270,0,2024-11-01 11:01:45,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12436,SO31027,API_ORDER,SUCCESS,,3575,0,2024-11-01 11:01:48,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12437,SO38620,EDI_850,SUCCESS,,3340,0,2024-11-01 11:01:51,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12439,SO35167,API_INVOICE,SUCCESS,,5104,0,2024-11-01 11:01:57,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12440,SO39278,EDI_850,FAILED,ERR_MISSING_FIELD,3316,4,2024-11-01 11:02:00,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN12441,SO30951,EDI_856,SUCCESS,,4471,0,2024-11-01 11:02:03,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12447,SO38937,API_ORDER,SUCCESS,,4477,0,2024-11-01 11:02:21,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12449,SO37309,EDI_850,FAILED,ERR_TIMEOUT,2771,0,2024-11-01 11:02:27,True,FAILED_TRANSACTION,2,0,False,True
TXN12452,SO31635,API_ORDER,SUCCESS,,4494,0,2024-11-01 11:02:36,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12453,SO38072,API_ORDER,SUCCESS,,4117,0,2024-11-01 11:02:39,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12454,SO35841,API_INVOICE,FAILED,ERR_TIMEOUT,3146,4,2024-11-01 11:02:42,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN12455,SO39704,EDI_856,SUCCESS,,5243,0,2024-11-01 11:02:45,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12458,SO36286,API_INVOICE,SUCCESS,,5182,0,2024-11-01 11:02:54,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12459,SO32214,API_INVOICE,SUCCESS,,5613,0,2024-11-01 11:02:57,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12461,SO31977,API_ORDER,FAILED,ERR_TIMEOUT,1911,0,2024-11-01 11:03:03,True,FAILED_TRANSACTION,1,0,False,True
TXN12463,SO34703,EDI_850,SUCCESS,,3523,0,2024-11-01 11:03:09,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12464,SO38976,EDI_856,SUCCESS,,3536,0,2024-11-01 11:03:12,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12466,SO37288,EDI_856,SUCCESS,,3577,0,2024-11-01 11:03:18,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12467,SO32779,API_ORDER,SUCCESS,,4600,0,2024-11-01 11:03:21,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12468,SO35586,EDI_850,PENDING,,4969,5,2024-11-01 11:03:24,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,1,True,True
TXN12469,SO34107,EDI_850,SUCCESS,,5631,0,2024-11-01 11:03:27,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12470,SO31748,EDI_856,SUCCESS,,3897,0,2024-11-01 11:03:30,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12472,SO31838,API_INVOICE,FAILED,ERR_INVALID_VALUE,4246,1,2024-11-01 11:03:36,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",0,0,False,True
TXN12473,SO35825,EDI_856,SUCCESS,,3721,0,2024-11-01 11:03:39,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12474,SO31389,EDI_850,SUCCESS,,4898,0,2024-11-01 11:03:42,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12478,SO36482,API_ORDER,SUCCESS,,3287,0,2024-11-01 11:03:54,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12480,SO38783,API_ORDER,SUCCESS,,4597,0,2024-11-01 11:04:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12481,SO33685,API_INVOICE,SUCCESS,,3597,0,2024-11-01 11:04:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12482,SO34053,EDI_850,SUCCESS,,3838,0,2024-11-01 11:04:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12483,SO34699,API_ORDER,SUCCESS,,3871,0,2024-11-01 11:04:09,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12484,SO31773,API_ORDER,SUCCESS,,5066,0,2024-11-01 11:04:12,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12485,SO37091,EDI_856,SUCCESS,,5124,0,2024-11-01 11:04:15,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12486,SO38612,EDI_856,SUCCESS,,5075,0,2024-11-01 11:04:18,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12487,SO38223,API_INVOICE,SUCCESS,,5326,0,2024-11-01 11:04:21,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12488,SO36358,API_ORDER,PENDING,,2494,3,2024-11-01 11:04:24,True,RETRY_LIMIT_EXCEEDED,1,1,False,True
TXN12490,SO32174,API_ORDER,SUCCESS,,5103,0,2024-11-01 11:04:30,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12491,SO32112,EDI_856,FAILED,ERR_MISSING_FIELD,3085,0,2024-11-01 11:04:33,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",3,0,False,True
TXN12493,SO31373,EDI_850,SUCCESS,,5965,0,2024-11-01 11:04:39,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12494,SO30520,API_ORDER,FAILED,ERR_MISSING_FIELD,5508,3,2024-11-01 11:04:42,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN12495,SO38455,EDI_850,SUCCESS,,4844,0,2024-11-01 11:04:45,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12496,SO37992,API_ORDER,SUCCESS,,4633,0,2024-11-01 11:04:48,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12499,SO30893,API_ORDER,SUCCESS,,5312,0,2024-11-01 11:04:57,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12500,SO39708,EDI_856,SUCCESS,,3480,0,2024-11-01 11:05:00,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12503,SO35934,EDI_850,SUCCESS,,5438,0,2024-11-01 11:05:09,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12504,SO30589,EDI_856,SUCCESS,,5587,0,2024-11-01 11:05:12,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12505,SO33853,EDI_856,SUCCESS,,3732,0,2024-11-01 11:05:15,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12510,SO36240,EDI_856,PENDING,,5402,1,2024-11-01 11:05:30,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED",3,1,False,True
TXN12511,SO39771,EDI_850,SUCCESS,,3325,0,2024-11-01 11:05:33,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12513,SO30758,API_INVOICE,SUCCESS,,5590,0,2024-11-01 11:05:39,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12516,SO33029,API_ORDER,SUCCESS,,3124,0,2024-11-01 11:05:48,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12519,SO34999,EDI_856,FAILED,ERR_MISSING_FIELD,5904,3,2024-11-01 11:05:57,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN12520,SO34453,API_INVOICE,FAILED,ERR_TIMEOUT,1813,3,2024-11-01 11:06:00,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN12521,SO36896,EDI_856,SUCCESS,,3313,0,2024-11-01 11:06:03,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12525,SO30334,API_INVOICE,SUCCESS,,5338,0,2024-11-01 11:06:15,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12526,SO30599,API_INVOICE,SUCCESS,,5870,0,2024-11-01 11:06:18,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12527,SO38760,API_ORDER,FAILED,ERR_TIMEOUT,1233,3,2024-11-01 11:06:21,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN12528,SO39521,API_INVOICE,SUCCESS,,3898,0,2024-11-01 11:06:24,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12529,SO34825,API_INVOICE,SUCCESS,,5107,0,2024-11-01 11:06:27,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12531,SO32875,EDI_850,SUCCESS,,4506,0,2024-11-01 11:06:33,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12532,SO36472,API_INVOICE,SUCCESS,,4262,0,2024-11-01 11:06:36,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12535,SO38736,API_ORDER,SUCCESS,,5144,0,2024-11-01 11:06:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12536,SO33661,EDI_856,SUCCESS,,4604,0,2024-11-01 11:06:48,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12538,SO30480,EDI_856,SUCCESS,,3832,0,2024-11-01 11:06:54,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12540,SO38390,API_ORDER,FAILED,,1933,2,2024-11-01 11:07:00,True,FAILED_TRANSACTION,1,0,False,True
TXN12541,SO38410,API_INVOICE,SUCCESS,,3702,0,2024-11-01 11:07:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12542,SO38489,EDI_850,SUCCESS,,3496,0,2024-11-01 11:07:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12543,SO37266,API_INVOICE,SUCCESS,,4505,0,2024-11-01 11:07:09,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12544,SO32979,EDI_856,SUCCESS,,4159,0,2024-11-01 11:07:12,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12545,SO33493,EDI_850,SUCCESS,,3200,0,2024-11-01 11:07:15,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12546,SO38108,API_ORDER,SUCCESS,,5035,0,2024-11-01 11:07:18,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12548,SO34075,EDI_856,SUCCESS,,5195,0,2024-11-01 11:07:24,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12552,SO33139,API_ORDER,SUCCESS,,4266,0,2024-11-01 11:07:36,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12553,SO37917,EDI_856,SUCCESS,,3156,0,2024-11-01 11:07:39,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12555,SO32560,API_ORDER,FAILED,,3460,4,2024-11-01 11:07:45,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN12558,SO32338,API_INVOICE,FAILED,ERR_TIMEOUT,2616,3,2024-11-01 11:07:54,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN12559,SO31981,API_INVOICE,SUCCESS,,3337,0,2024-11-01 11:07:57,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12563,SO35372,EDI_850,PENDING,,4427,1,2024-11-01 11:08:09,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED",2,1,False,True
TXN12564,SO35077,API_ORDER,SUCCESS,,4001,0,2024-11-01 11:08:12,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12565,SO32981,EDI_856,SUCCESS,,4257,0,2024-11-01 11:08:15,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12566,SO34457,EDI_850,SUCCESS,,5041,0,2024-11-01 11:08:18,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12568,SO36353,EDI_850,SUCCESS,,3089,0,2024-11-01 11:08:24,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12570,SO37889,EDI_850,SUCCESS,,4259,0,2024-11-01 11:08:30,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12571,SO37541,EDI_850,SUCCESS,,4353,0,2024-11-01 11:08:33,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12572,SO33442,API_INVOICE,SUCCESS,,3831,0,2024-11-01 11:08:36,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12573,SO35673,API_INVOICE,SUCCESS,,3830,0,2024-11-01 11:08:39,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12575,SO36964,API_ORDER,SUCCESS,,3661,0,2024-11-01 11:08:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12578,SO39089,EDI_850,SUCCESS,,5776,0,2024-11-01 11:08:54,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12580,SO36449,API_ORDER,FAILED,ERR_MISSING_FIELD,2747,0,2024-11-01 11:09:00,True,FAILED_TRANSACTION,1,0,False,True
TXN12581,SO30843,EDI_850,FAILED,ERR_MISSING_FIELD,5884,4,2024-11-01 11:09:03,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,0,True,True
TXN12585,SO35723,EDI_850,SUCCESS,,3153,0,2024-11-01 11:09:15,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12586,SO34158,EDI_850,SUCCESS,,4052,0,2024-11-01 11:09:18,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12588,SO33674,API_ORDER,SUCCESS,,5833,0,2024-11-01 11:09:24,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12590,SO30580,EDI_856,FAILED,,1277,5,2024-11-01 11:09:30,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN12591,SO39211,API_ORDER,SUCCESS,,4191,0,2024-11-01 11:09:33,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12592,SO39206,EDI_856,FAILED,,1882,0,2024-11-01 11:09:36,True,FAILED_TRANSACTION,3,0,False,True
TXN12593,SO30240,API_INVOICE,FAILED,ERR_TIMEOUT,3555,2,2024-11-01 11:09:39,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",0,0,False,True
TXN12595,SO31346,EDI_850,SUCCESS,,3319,0,2024-11-01 11:09:45,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12596,SO38532,EDI_856,SUCCESS,,3918,0,2024-11-01 11:09:48,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12598,SO30695,API_INVOICE,FAILED,ERR_MISSING_FIELD,2268,2,2024-11-01 11:09:54,True,FAILED_TRANSACTION,0,0,False,True
TXN12600,SO34309,API_INVOICE,SUCCESS,,4826,0,2024-11-01 11:10:00,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12601,SO39380,API_INVOICE,SUCCESS,,5701,0,2024-11-01 11:10:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12602,SO33954,EDI_856,FAILED,ERR_TIMEOUT,954,1,2024-11-01 11:10:06,True,FAILED_TRANSACTION,3,0,False,True
TXN12603,SO36852,EDI_850,SUCCESS,,3233,0,2024-11-01 11:10:09,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12607,SO33101,API_INVOICE,SUCCESS,,3313,0,2024-11-01 11:10:21,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12608,SO31007,EDI_850,SUCCESS,,3425,0,2024-11-01 11:10:24,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12609,SO33273,API_INVOICE,FAILED,ERR_TIMEOUT,3609,5,2024-11-01 11:10:27,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,0,True,True
TXN12613,SO35612,API_ORDER,FAILED,ERR_TIMEOUT,5250,5,2024-11-01 11:10:39,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,0,True,True
TXN12614,SO35747,API_ORDER,SUCCESS,,4274,0,2024-11-01 11:10:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12616,SO37579,EDI_856,SUCCESS,,4945,0,2024-11-01 11:10:48,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12617,SO36466,EDI_856,SUCCESS,,3374,0,2024-11-01 11:10:51,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12618,SO30269,EDI_850,SUCCESS,,3751,0,2024-11-01 11:10:54,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12623,SO35043,EDI_850,SUCCESS,,3991,0,2024-11-01 11:11:09,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12624,SO30304,API_INVOICE,SUCCESS,,5342,0,2024-11-01 11:11:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12628,SO37193,EDI_850,SUCCESS,,5421,0,2024-11-01 11:11:24,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12629,SO31129,API_ORDER,SUCCESS,,4748,0,2024-11-01 11:11:27,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12630,SO35014,EDI_850,SUCCESS,,3012,0,2024-11-01 11:11:30,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12631,SO37030,EDI_850,SUCCESS,,5801,0,2024-11-01 11:11:33,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12632,SO39303,EDI_850,SUCCESS,,3110,0,2024-11-01 11:11:36,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12634,SO30000,API_INVOICE,FAILED,,3021,5,2024-11-01 11:11:42,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,0,False,True
TXN12636,SO36554,EDI_856,PENDING,,1055,5,2024-11-01 11:11:48,True,RETRY_LIMIT_EXCEEDED,3,1,True,True
TXN12637,SO39634,EDI_856,SUCCESS,,3993,0,2024-11-01 11:11:51,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12640,SO37161,API_ORDER,SUCCESS,,5644,0,2024-11-01 11:12:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12641,SO31939,API_INVOICE,SUCCESS,,4193,0,2024-11-01 11:12:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12642,SO32940,API_ORDER,FAILED,ERR_INVALID_VALUE,5621,2,2024-11-01 11:12:06,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",1,0,False,True
TXN12643,SO31529,API_ORDER,SUCCESS,,4571,0,2024-11-01 11:12:09,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12644,SO39792,API_INVOICE,SUCCESS,,3234,0,2024-11-01 11:12:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12645,SO34586,EDI_850,SUCCESS,,5692,0,2024-11-01 11:12:15,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12648,SO33404,API_INVOICE,SUCCESS,,5572,0,2024-11-01 11:12:24,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12649,SO39821,EDI_850,FAILED,ERR_INVALID_VALUE,3511,5,2024-11-01 11:12:27,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",2,0,False,True
TXN12650,SO37308,EDI_856,SUCCESS,,3373,0,2024-11-01 11:12:30,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12653,SO39668,API_INVOICE,PENDING,,3253,3,2024-11-01 11:12:39,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",0,1,False,True
TXN12654,SO35558,API_INVOICE,SUCCESS,,5402,0,2024-11-01 11:12:42,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12655,SO34685,API_INVOICE,SUCCESS,,5683,0,2024-11-01 11:12:45,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12657,SO31952,API_INVOICE,SUCCESS,,5275,0,2024-11-01 11:12:51,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12658,SO37406,EDI_850,SUCCESS,,5652,0,2024-11-01 11:12:54,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12659,SO34642,API_ORDER,SUCCESS,,4990,0,2024-11-01 11:12:57,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12660,SO30813,API_ORDER,SUCCESS,,5832,0,2024-11-01 11:13:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12661,SO33301,API_ORDER,FAILED,ERR_TIMEOUT,4146,3,2024-11-01 11:13:03,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",1,0,False,True
TXN12662,SO32628,API_INVOICE,PENDING,,2310,5,2024-11-01 11:13:06,True,RETRY_LIMIT_EXCEEDED,0,1,True,True
TXN12663,SO36870,API_ORDER,SUCCESS,,5032,0,2024-11-01 11:13:09,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12664,SO32316,API_INVOICE,SUCCESS,,5273,0,2024-11-01 11:13:12,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12667,SO34756,EDI_850,SUCCESS,,5957,0,2024-11-01 11:13:21,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12668,SO32270,API_ORDER,SUCCESS,,3802,0,2024-11-01 11:13:24,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12670,SO32074,EDI_856,PENDING,,3571,3,2024-11-01 11:13:30,True,"PENDING_SLA_BREACH,PROCESSING_TIME_EXCEEDED,RETRY_LIMIT_EXCEEDED",3,1,False,True
TXN12671,SO31820,EDI_856,PENDING,,2571,5,2024-11-01 11:13:33,True,RETRY_LIMIT_EXCEEDED,3,1,True,True
TXN12675,SO33732,API_ORDER,SUCCESS,,4540,0,2024-11-01 11:13:45,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12676,SO38789,EDI_856,FAILED,ERR_TIMEOUT,5152,0,2024-11-01 11:13:48,True,"FAILED_TRANSACTION,PROCESSING_TIME_EXCEEDED",3,0,False,True
TXN12678,SO37418,API_INVOICE,SUCCESS,,3448,0,2024-11-01 11:13:54,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12680,SO39563,EDI_850,PENDING,,2882,3,2024-11-01 11:14:00,True,RETRY_LIMIT_EXCEEDED,2,1,False,True
TXN12681,SO38101,API_INVOICE,SUCCESS,,4480,0,2024-11-01 11:14:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12682,SO35613,EDI_850,SUCCESS,,4310,0,2024-11-01 11:14:06,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12686,SO35428,EDI_856,FAILED,,1466,5,2024-11-01 11:14:18,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",3,0,True,True
TXN12690,SO34655,EDI_856,PENDING,,1631,3,2024-11-01 11:14:30,True,RETRY_LIMIT_EXCEEDED,3,1,False,True
TXN12691,SO34617,API_INVOICE,SUCCESS,,3341,0,2024-11-01 11:14:33,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12693,SO32063,API_ORDER,SUCCESS,,5505,0,2024-11-01 11:14:39,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12694,SO33263,API_ORDER,SUCCESS,,5488,0,2024-11-01 11:14:42,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12695,SO32539,EDI_856,SUCCESS,,3056,0,2024-11-01 11:14:45,True,PROCESSING_TIME_EXCEEDED,3,2,False,True
TXN12697,SO31888,API_ORDER,SUCCESS,,4944,0,2024-11-01 11:14:51,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12698,SO37525,EDI_850,SUCCESS,,3121,0,2024-11-01 11:14:54,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12700,SO36013,API_ORDER,SUCCESS,,4061,0,2024-11-01 11:15:00,True,PROCESSING_TIME_EXCEEDED,1,2,False,True
TXN12701,SO34524,API_INVOICE,SUCCESS,,4148,0,2024-11-01 11:15:03,True,PROCESSING_TIME_EXCEEDED,0,2,False,True
TXN12704,SO34469,EDI_850,SUCCESS,,4563,0,2024-11-01 11:15:12,True,PROCESSING_TIME_EXCEEDED,2,2,False,True
TXN12706,SO35567,EDI_856,FAILED,ERR_MISSING_FIELD,1206,3,2024-11-01 11:15:18,True,"FAILED_TRANSACTION,RETRY_LIMIT_EXCEEDED",3,0,False,True
