transaction_id,order_id,integration_type,status,error_code,processing_time_ms,retry_count,transaction_date
TXN12342,SO36914,EDI_850,SUCCESS,,1392,0,2024-11-01 10:57:06
TXN12343,SO39765,API_INVOICE,SUCCESS,,2752,0,2024-11-01 10:57:09
TXN12344,SO33891,API_ORDER,PENDING,,2540,2,2024-11-01 10:57:12
TXN12345,SO39847,API_ORDER,SUCCESS,,4856,0,2024-11-01 10:57:15
TXN12346,SO30646,API_INVOICE,FAILED,ERR_TIMEOUT,4715,3,2024-11-01 10:57:18
TXN12347,SO31402,EDI_856,SUCCESS,,3326,0,2024-11-01 10:57:21
TXN12348,SO38677,API_INVOICE,SUCCESS,,3629,0,2024-11-01 10:57:24
TXN12349,SO30686,API_ORDER,SUCCESS,,4888,0,2024-11-01 10:57:27
TXN12350,SO37519,EDI_850,SUCCESS,,4268,0,2024-11-01 10:57:30
TXN12351,SO33847,API_INVOICE,SUCCESS,,4203,0,2024-11-01 10:57:33
TXN12352,SO37365,API_INVOICE,SUCCESS,,4888,0,2024-11-01 10:57:36
TXN12353,SO30299,EDI_850,SUCCESS,,505,0,2024-11-01 10:57:39
TXN12354,SO37263,API_ORDER,FAILED,ERR_INVALID_VALUE,4550,3,2024-11-01 10:57:42
TXN12355,SO31728,API_INVOICE,SUCCESS,,1565,0,2024-11-01 10:57:45
TXN12356,SO37112,EDI_850,SUCCESS,,4314,0,2024-11-01 10:57:48
TXN12357,SO37024,EDI_856,SUCCESS,,1086,0,2024-11-01 10:57:51
TXN12358,SO30683,EDI_856,FAILED,,3995,0,2024-11-01 10:57:54
TXN12359,SO36809,EDI_850,SUCCESS,,1354,0,2024-11-01 10:57:57
TXN12360,SO32270,EDI_850,SUCCESS,,3330,0,2024-11-01 10:58:00
TXN12361,SO32724,EDI_856,SUCCESS,,4134,0,2024-11-01 10:58:03
TXN12362,SO31971,API_ORDER,SUCCESS,,3155,0,2024-11-01 10:58:06
TXN12363,SO32716,EDI_856,SUCCESS,,3603,0,2024-11-01 10:58:09
TXN12364,SO39226,EDI_856,SUCCESS,,3290,0,2024-11-01 10:58:12
TXN12365,SO33373,EDI_856,SUCCESS,,1096,0,2024-11-01 10:58:15
TXN12366,SO34606,API_INVOICE,PENDING,,3506,2,2024-11-01 10:58:18
TXN12367,SO36526,EDI_850,SUCCESS,,600,0,2024-11-01 10:58:21
TXN12368,SO37061,EDI_850,FAILED,,2252,1,2024-11-01 10:58:24
TXN12369,SO34824,EDI_856,SUCCESS,,934,0,2024-11-01 10:58:27
TXN12370,SO32972,EDI_850,PENDING,,1242,5,2024-11-01 10:58:30
TXN12371,SO34483,API_INVOICE,SUCCESS,,2185,0,2024-11-01 10:58:33
TXN12372,SO31862,EDI_850,SUCCESS,,5119,0,2024-11-01 10:58:36
TXN12373,SO33558,EDI_856,SUCCESS,,624,0,2024-11-01 10:58:39
TXN12374,SO35853,EDI_856,FAILED,ERR_MISSING_FIELD,2889,0,2024-11-01 10:58:42
TXN12375,SO30282,EDI_850,SUCCESS,,5369,0,2024-11-01 10:58:45
TXN12376,SO36043,API_ORDER,SUCCESS,,3357,0,2024-11-01 10:58:48
TXN12377,SO38507,API_INVOICE,SUCCESS,,1599,0,2024-11-01 10:58:51
TXN12378,SO30194,API_ORDER,SUCCESS,,5639,0,2024-11-01 10:58:54
TXN12379,SO34867,EDI_856,SUCCESS,,4646,0,2024-11-01 10:58:57
TXN12380,SO33650,EDI_850,SUCCESS,,3565,0,2024-11-01 10:59:00
TXN12381,SO35494,API_ORDER,SUCCESS,,1808,0,2024-11-01 10:59:03
TXN12382,SO36516,API_INVOICE,SUCCESS,,5268,0,2024-11-01 10:59:06
TXN12383,SO37045,API_INVOICE,SUCCESS,,1978,0,2024-11-01 10:59:09
TXN12384,SO33723,EDI_850,SUCCESS,,4708,0,2024-11-01 10:59:12
TXN12385,SO33792,API_ORDER,SUCCESS,,5270,0,2024-11-01 10:59:15
TXN12386,SO35887,EDI_856,FAILED,ERR_TIMEOUT,895,4,2024-11-01 10:59:18
TXN12387,SO38060,EDI_856,SUCCESS,,4120,0,2024-11-01 10:59:21
TXN12388,SO39278,EDI_850,FAILED,ERR_INVALID_VALUE,4911,4,2024-11-01 10:59:24
TXN12389,SO33463,API_ORDER,SUCCESS,,5957,0,2024-11-01 10:59:27
TXN12390,SO32928,API_ORDER,FAILED,,3534,1,2024-11-01 10:59:30
TXN12391,SO39739,EDI_856,SUCCESS,,5226,0,2024-11-01 10:59:33
TXN12392,SO37185,API_INVOICE,SUCCESS,,3317,0,2024-11-01 10:59:36
TXN12393,SO37115,API_ORDER,SUCCESS,,3352,0,2024-11-01 10:59:39
TXN12394,SO30532,EDI_850,SUCCESS,,1908,0,2024-11-01 10:59:42
TXN12395,SO35488,API_INVOICE,SUCCESS,,1107,0,2024-11-01 10:59:45
TXN12396,SO39563,API_INVOICE,SUCCESS,,1790,0,2024-11-01 10:59:48
TXN12397,SO30924,EDI_850,SUCCESS,,3769,0,2024-11-01 10:59:51
TXN12398,SO34874,EDI_856,SUCCESS,,970,0,2024-11-01 10:59:54
TXN12399,SO36624,EDI_850,SUCCESS,,1625,0,2024-11-01 10:59:57
TXN12400,SO34539,EDI_856,SUCCESS,,2918,0,2024-11-01 11:00:00
TXN12401,SO30150,EDI_850,FAILED,ERR_MISSING_FIELD,5567,3,2024-11-01 11:00:03
TXN12402,SO35360,EDI_850,SUCCESS,,2922,0,2024-11-01 11:00:06
TXN12403,SO30486,API_INVOICE,SUCCESS,,2810,0,2024-11-01 11:00:09
TXN12404,SO30300,EDI_856,SUCCESS,,5254,0,2024-11-01 11:00:12
TXN12405,SO38277,EDI_850,SUCCESS,,2322,0,2024-11-01 11:00:15
TXN12406,SO31374,API_ORDER,SUCCESS,,3729,0,2024-11-01 11:00:18
TXN12407,SO35288,API_ORDER,SUCCESS,,1126,0,2024-11-01 11:00:21
TXN12408,SO34300,API_INVOICE,FAILED,ERR_TIMEOUT,985,4,2024-11-01 11:00:24
TXN12409,SO39034,EDI_856,FAILED,ERR_INVALID_VALUE,1910,1,2024-11-01 11:00:27
TXN12410,SO30809,EDI_856,SUCCESS,,4062,0,2024-11-01 11:00:30
TXN12411,SO37152,API_ORDER,SUCCESS,,1251,0,2024-11-01 11:00:33
TXN12412,SO35558,EDI_856,SUCCESS,,2517,0,2024-11-01 11:00:36
TXN12413,SO36976,EDI_856,SUCCESS,,2934,0,2024-11-01 11:00:39
TXN12414,SO35817,API_ORDER,SUCCESS,,5330,0,2024-11-01 11:00:42
TXN12415,SO32512,API_ORDER,SUCCESS,,5926,0,2024-11-01 11:00:45
TXN12416,SO30991,API_INVOICE,SUCCESS,,2113,0,2024-11-01 11:00:48
TXN12417,SO30011,API_ORDER,SUCCESS,,3828,0,2024-11-01 11:00:51
TXN12418,SO31556,API_INVOICE,SUCCESS,,766,0,2024-11-01 11:00:54
TXN12419,SO36595,EDI_856,SUCCESS,,1856,0,2024-11-01 11:00:57
TXN12420,SO30483,EDI_850,SUCCESS,,3594,0,2024-11-01 11:01:00
TXN12421,SO34570,API_ORDER,SUCCESS,,1999,0,2024-11-01 11:01:03
TXN12422,SO31902,EDI_850,SUCCESS,,4290,0,2024-11-01 11:01:06
TXN12423,SO36171,API_INVOICE,SUCCESS,,4739,0,2024-11-01 11:01:09
TXN12424,SO32678,EDI_856,FAILED,ERR_INVALID_VALUE,2161,1,2024-11-01 11:01:12
TXN12425,SO32153,EDI_850,SUCCESS,,5937,0,2024-11-01 11:01:15
TXN12426,SO33081,API_ORDER,SUCCESS,,4310,0,2024-11-01 11:01:18
TXN12427,SO33312,EDI_856,PENDING,,5715,1,2024-11-01 11:01:21
TXN12428,SO39160,EDI_850,SUCCESS,,4028,0,2024-11-01 11:01:24
TXN12429,SO35384,API_INVOICE,SUCCESS,,2470,0,2024-11-01 11:01:27
TXN12430,SO32257,API_INVOICE,SUCCESS,,3449,0,2024-11-01 11:01:30
TXN12431,SO30600,API_ORDER,FAILED,ERR_MISSING_FIELD,1229,4,2024-11-01 11:01:33
TXN12432,SO32139,EDI_856,SUCCESS,,581,0,2024-11-01 11:01:36
TXN12433,SO33937,API_INVOICE,SUCCESS,,5048,0,2024-11-01 11:01:39
TXN12434,SO33814,EDI_856,PENDING,,1033,5,2024-11-01 11:01:42
TXN12435,SO37624,API_INVOICE,SUCCESS,,3270,0,2024-11-01 11:01:45
TXN12436,SO31027,API_ORDER,SUCCESS,,3575,0,2024-11-01 11:01:48
TXN12437,SO38620,EDI_850,SUCCESS,,3340,0,2024-11-01 11:01:51
TXN12438,SO36111,EDI_850,SUCCESS,,2935,0,2024-11-01 11:01:54
TXN12439,SO35167,API_INVOICE,SUCCESS,,5104,0,2024-11-01 11:01:57
TXN12440,SO39278,EDI_850,FAILED,ERR_MISSING_FIELD,3316,4,2024-11-01 11:02:00
TXN12441,SO30951,EDI_856,SUCCESS,,4471,0,2024-11-01 11:02:03
TXN12442,SO36310,EDI_856,SUCCESS,,1046,0,2024-11-01 11:02:06
TXN12443,SO36548,EDI_856,PENDING,,1036,0,2024-11-01 11:02:09
TXN12444,SO32923,EDI_850,SUCCESS,,1131,0,2024-11-01 11:02:12
TXN12445,SO35180,EDI_850,SUCCESS,,1349,0,2024-11-01 11:02:15
TXN12446,SO32797,EDI_850,SUCCESS,,979,0,2024-11-01 11:02:18
TXN12447,SO38937,API_ORDER,SUCCESS,,4477,0,2024-11-01 11:02:21
TXN12448,SO31419,EDI_856,SUCCESS,,826,0,2024-11-01 11:02:24
TXN12449,SO37309,EDI_850,FAILED,ERR_TIMEOUT,2771,0,2024-11-01 11:02:27
TXN12450,SO30586,API_INVOICE,SUCCESS,,2093,0,2024-11-01 11:02:30
TXN12451,SO36050,EDI_850,SUCCESS,,505,0,2024-11-01 11:02:33
TXN12452,SO31635,API_ORDER,SUCCESS,,4494,0,2024-11-01 11:02:36
TXN12453,SO38072,API_ORDER,SUCCESS,,4117,0,2024-11-01 11:02:39
TXN12454,SO35841,API_INVOICE,FAILED,ERR_TIMEOUT,3146,4,2024-11-01 11:02:42
TXN12455,SO39704,EDI_856,SUCCESS,,5243,0,2024-11-01 11:02:45
TXN12456,SO34183,API_ORDER,SUCCESS,,808,0,2024-11-01 11:02:48
TXN12457,SO39076,API_ORDER,SUCCESS,,1916,0,2024-11-01 11:02:51
TXN12458,SO36286,API_INVOICE,SUCCESS,,5182,0,2024-11-01 11:02:54
TXN12459,SO32214,API_INVOICE,SUCCESS,,5613,0,2024-11-01 11:02:57
TXN12460,SO33628,EDI_850,SUCCESS,,1206,0,2024-11-01 11:03:00
TXN12461,SO31977,API_ORDER,FAILED,ERR_TIMEOUT,1911,0,2024-11-01 11:03:03
TXN12462,SO32303,EDI_850,SUCCESS,,2843,0,2024-11-01 11:03:06
TXN12463,SO34703,EDI_850,SUCCESS,,3523,0,2024-11-01 11:03:09
TXN12464,SO38976,EDI_856,SUCCESS,,3536,0,2024-11-01 11:03:12
TXN12465,SO33553,EDI_850,SUCCESS,,1566,0,2024-11-01 11:03:15
TXN12466,SO37288,EDI_856,SUCCESS,,3577,0,2024-11-01 11:03:18
TXN12467,SO32779,API_ORDER,SUCCESS,,4600,0,2024-11-01 11:03:21
TXN12468,SO35586,EDI_850,PENDING,,4969,5,2024-11-01 11:03:24
TXN12469,SO34107,EDI_850,SUCCESS,,5631,0,2024-11-01 11:03:27
TXN12470,SO31748,EDI_856,SUCCESS,,3897,0,2024-11-01 11:03:30
TXN12471,SO34476,EDI_850,SUCCESS,,2823,0,2024-11-01 11:03:33
TXN12472,SO31838,API_INVOICE,FAILED,ERR_INVALID_VALUE,4246,1,2024-11-01 11:03:36
TXN12473,SO35825,EDI_856,SUCCESS,,3721,0,2024-11-01 11:03:39
TXN12474,SO31389,EDI_850,SUCCESS,,4898,0,2024-11-01 11:03:42
TXN12475,SO30641,EDI_856,SUCCESS,,1674,0,2024-11-01 11:03:45
TXN12476,SO35892,EDI_850,SUCCESS,,2677,0,2024-11-01 11:03:48
TXN12477,SO39124,EDI_856,SUCCESS,,858,0,2024-11-01 11:03:51
TXN12478,SO36482,API_ORDER,SUCCESS,,3287,0,2024-11-01 11:03:54
TXN12479,SO30616,API_INVOICE,SUCCESS,,1469,0,2024-11-01 11:03:57
TXN12480,SO38783,API_ORDER,SUCCESS,,4597,0,2024-11-01 11:04:00
TXN12481,SO33685,API_INVOICE,SUCCESS,,3597,0,2024-11-01 11:04:03
TXN12482,SO34053,EDI_850,SUCCESS,,3838,0,2024-11-01 11:04:06
TXN12483,SO34699,API_ORDER,SUCCESS,,3871,0,2024-11-01 11:04:09
TXN12484,SO31773,API_ORDER,SUCCESS,,5066,0,2024-11-01 11:04:12
TXN12485,SO37091,EDI_856,SUCCESS,,5124,0,2024-11-01 11:04:15
TXN12486,SO38612,EDI_856,SUCCESS,,5075,0,2024-11-01 11:04:18
TXN12487,SO38223,API_INVOICE,SUCCESS,,5326,0,2024-11-01 11:04:21
TXN12488,SO36358,API_ORDER,PENDING,,2494,3,2024-11-01 11:04:24
TXN12489,SO36205,EDI_856,SUCCESS,,735,0,2024-11-01 11:04:27
TXN12490,SO32174,API_ORDER,SUCCESS,,5103,0,2024-11-01 11:04:30
TXN12491,SO32112,EDI_856,FAILED,ERR_MISSING_FIELD,3085,0,2024-11-01 11:04:33
TXN12492,SO39138,EDI_850,SUCCESS,,1085,0,2024-11-01 11:04:36
TXN12493,SO31373,EDI_850,SUCCESS,,5965,0,2024-11-01 11:04:39
TXN12494,SO30520,API_ORDER,FAILED,ERR_MISSING_FIELD,5508,3,2024-11-01 11:04:42
TXN12495,SO38455,EDI_850,SUCCESS,,4844,0,2024-11-01 11:04:45
TXN12496,SO37992,API_ORDER,SUCCESS,,4633,0,2024-11-01 11:04:48
TXN12497,SO38169,EDI_856,SUCCESS,,2321,0,2024-11-01 11:04:51
TXN12498,SO36151,API_ORDER,SUCCESS,,728,0,2024-11-01 11:04:54
TXN12499,SO30893,API_ORDER,SUCCESS,,5312,0,2024-11-01 11:04:57
TXN12500,SO39708,EDI_856,SUCCESS,,3480,0,2024-11-01 11:05:00
TXN12501,SO33393,EDI_856,SUCCESS,,1805,0,2024-11-01 11:05:03
TXN12502,SO35685,EDI_850,SUCCESS,,1338,0,2024-11-01 11:05:06
TXN12503,SO35934,EDI_850,SUCCESS,,5438,0,2024-11-01 11:05:09
TXN12504,SO30589,EDI_856,SUCCESS,,5587,0,2024-11-01 11:05:12
TXN12505,SO33853,EDI_856,SUCCESS,,3732,0,2024-11-01 11:05:15
TXN12506,SO37034,EDI_850,SUCCESS,,1863,0,2024-11-01 11:05:18
TXN12507,SO35438,API_ORDER,SUCCESS,,2491,0,2024-11-01 11:05:21
TXN12508,SO39705,API_INVOICE,SUCCESS,,769,0,2024-11-01 11:05:24
TXN12509,SO35783,API_ORDER,SUCCESS,,1651,0,2024-11-01 11:05:27
TXN12510,SO36240,EDI_856,PENDING,,5402,1,2024-11-01 11:05:30
TXN12511,SO39771,EDI_850,SUCCESS,,3325,0,2024-11-01 11:05:33
TXN12512,SO30009,API_ORDER,SUCCESS,,1316,0,2024-11-01 11:05:36
TXN12513,SO30758,API_INVOICE,SUCCESS,,5590,0,2024-11-01 11:05:39
TXN12514,SO31050,EDI_850,SUCCESS,,997,0,2024-11-01 11:05:42
TXN12515,SO30295,API_ORDER,SUCCESS,,1807,0,2024-11-01 11:05:45
TXN12516,SO33029,API_ORDER,SUCCESS,,3124,0,2024-11-01 11:05:48
TXN12517,SO30612,EDI_856,SUCCESS,,694,0,2024-11-01 11:05:51
TXN12518,SO32846,API_INVOICE,PENDING,,634,1,2024-11-01 11:05:54
TXN12519,SO34999,EDI_856,FAILED,ERR_MISSING_FIELD,5904,3,2024-11-01 11:05:57
TXN12520,SO34453,API_INVOICE,FAILED,ERR_TIMEOUT,1813,3,2024-11-01 11:06:00
TXN12521,SO36896,EDI_856,SUCCESS,,3313,0,2024-11-01 11:06:03
TXN12522,SO39690,API_ORDER,SUCCESS,,1570,0,2024-11-01 11:06:06
TXN12523,SO38911,EDI_856,SUCCESS,,1612,0,2024-11-01 11:06:09
TXN12524,SO33964,API_INVOICE,SUCCESS,,773,0,2024-11-01 11:06:12
TXN12525,SO30334,API_INVOICE,SUCCESS,,5338,0,2024-11-01 11:06:15
TXN12526,SO30599,API_INVOICE,SUCCESS,,5870,0,2024-11-01 11:06:18
TXN12527,SO38760,API_ORDER,FAILED,ERR_TIMEOUT,1233,3,2024-11-01 11:06:21
TXN12528,SO39521,API_INVOICE,SUCCESS,,3898,0,2024-11-01 11:06:24
TXN12529,SO34825,API_INVOICE,SUCCESS,,5107,0,2024-11-01 11:06:27
TXN12530,SO37511,EDI_850,SUCCESS,,583,0,2024-11-01 11:06:30
TXN12531,SO32875,EDI_850,SUCCESS,,4506,0,2024-11-01 11:06:33
TXN12532,SO36472,API_INVOICE,SUCCESS,,4262,0,2024-11-01 11:06:36
TXN12533,SO36877,API_INVOICE,SUCCESS,,2371,0,2024-11-01 11:06:39
TXN12534,SO36585,API_ORDER,SUCCESS,,2725,0,2024-11-01 11:06:42
TXN12535,SO38736,API_ORDER,SUCCESS,,5144,0,2024-11-01 11:06:45
TXN12536,SO33661,EDI_856,SUCCESS,,4604,0,2024-11-01 11:06:48
TXN12537,SO34769,EDI_856,SUCCESS,,2911,0,2024-11-01 11:06:51
TXN12538,SO30480,EDI_856,SUCCESS,,3832,0,2024-11-01 11:06:54
TXN12539,SO32787,EDI_850,SUCCESS,,2679,0,2024-11-01 11:06:57
TXN12540,SO38390,API_ORDER,FAILED,,1933,2,2024-11-01 11:07:00
TXN12541,SO38410,API_INVOICE,SUCCESS,,3702,0,2024-11-01 11:07:03
TXN12542,SO38489,EDI_850,SUCCESS,,3496,0,2024-11-01 11:07:06
TXN12543,SO37266,API_INVOICE,SUCCESS,,4505,0,2024-11-01 11:07:09
TXN12544,SO32979,EDI_856,SUCCESS,,4159,0,2024-11-01 11:07:12
TXN12545,SO33493,EDI_850,SUCCESS,,3200,0,2024-11-01 11:07:15
TXN12546,SO38108,API_ORDER,SUCCESS,,5035,0,2024-11-01 11:07:18
TXN12547,SO32610,API_ORDER,SUCCESS,,2420,0,2024-11-01 11:07:21
TXN12548,SO34075,EDI_856,SUCCESS,,5195,0,2024-11-01 11:07:24
TXN12549,SO34551,API_INVOICE,SUCCESS,,2446,0,2024-11-01 11:07:27
TXN12550,SO34143,API_INVOICE,SUCCESS,,2579,0,2024-11-01 11:07:30
TXN12551,SO36999,EDI_850,SUCCESS,,524,0,2024-11-01 11:07:33
TXN12552,SO33139,API_ORDER,SUCCESS,,4266,0,2024-11-01 11:07:36
TXN12553,SO37917,EDI_856,SUCCESS,,3156,0,2024-11-01 11:07:39
TXN12554,SO37113,API_ORDER,SUCCESS,,2849,0,2024-11-01 11:07:42
TXN12555,SO32560,API_ORDER,FAILED,,3460,4,2024-11-01 11:07:45
TXN12556,SO39960,API_ORDER,SUCCESS,,792,0,2024-11-01 11:07:48
TXN12557,SO33227,API_ORDER,SUCCESS,,801,0,2024-11-01 11:07:51
TXN12558,SO32338,API_INVOICE,FAILED,ERR_TIMEOUT,2616,3,2024-11-01 11:07:54
TXN12559,SO31981,API_INVOICE,SUCCESS,,3337,0,2024-11-01 11:07:57
TXN12560,SO36829,API_INVOICE,SUCCESS,,2982,0,2024-11-01 11:08:00
TXN12561,SO33785,EDI_850,SUCCESS,,2010,0,2024-11-01 11:08:03
TXN12562,SO35237,EDI_856,SUCCESS,,871,0,2024-11-01 11:08:06
TXN12563,SO35372,EDI_850,PENDING,,4427,1,2024-11-01 11:08:09
TXN12564,SO35077,API_ORDER,SUCCESS,,4001,0,2024-11-01 11:08:12
TXN12565,SO32981,EDI_856,SUCCESS,,4257,0,2024-11-01 11:08:15
TXN12566,SO34457,EDI_850,SUCCESS,,5041,0,2024-11-01 11:08:18
TXN12567,SO30212,API_INVOICE,SUCCESS,,2894,0,2024-11-01 11:08:21
TXN12568,SO36353,EDI_850,SUCCESS,,3089,0,2024-11-01 11:08:24
TXN12569,SO39100,API_INVOICE,SUCCESS,,788,0,2024-11-01 11:08:27
TXN12570,SO37889,EDI_850,SUCCESS,,4259,0,2024-11-01 11:08:30
TXN12571,SO37541,EDI_850,SUCCESS,,4353,0,2024-11-01 11:08:33
TXN12572,SO33442,API_INVOICE,SUCCESS,,3831,0,2024-11-01 11:08:36
TXN12573,SO35673,API_INVOICE,SUCCESS,,3830,0,2024-11-01 11:08:39
TXN12574,SO31231,API_ORDER,SUCCESS,,645,0,2024-11-01 11:08:42
TXN12575,SO36964,API_ORDER,SUCCESS,,3661,0,2024-11-01 11:08:45
TXN12576,SO39669,EDI_856,SUCCESS,,2574,0,2024-11-01 11:08:48
TXN12577,SO33427,EDI_850,SUCCESS,,1809,0,2024-11-01 11:08:51
TXN12578,SO39089,EDI_850,SUCCESS,,5776,0,2024-11-01 11:08:54
TXN12579,SO33123,API_ORDER,SUCCESS,,1261,0,2024-11-01 11:08:57
TXN12580,SO36449,API_ORDER,FAILED,ERR_MISSING_FIELD,2747,0,2024-11-01 11:09:00
TXN12581,SO30843,EDI_850,FAILED,ERR_MISSING_FIELD,5884,4,2024-11-01 11:09:03
TXN12582,SO39587,API_ORDER,SUCCESS,,1611,0,2024-11-01 11:09:06
TXN12583,SO31658,API_INVOICE,SUCCESS,,1351,0,2024-11-01 11:09:09
TXN12584,SO37096,API_ORDER,SUCCESS,,606,0,2024-11-01 11:09:12
TXN12585,SO35723,EDI_850,SUCCESS,,3153,0,2024-11-01 11:09:15
TXN12586,SO34158,EDI_850,SUCCESS,,4052,0,2024-11-01 11:09:18
TXN12587,SO30197,API_INVOICE,SUCCESS,,1820,0,2024-11-01 11:09:21
TXN12588,SO33674,API_ORDER,SUCCESS,,5833,0,2024-11-01 11:09:24
TXN12589,SO32295,EDI_856,SUCCESS,,1001,0,2024-11-01 11:09:27
TXN12590,SO30580,EDI_856,FAILED,,1277,5,2024-11-01 11:09:30
TXN12591,SO39211,API_ORDER,SUCCESS,,4191,0,2024-11-01 11:09:33
TXN12592,SO39206,EDI_856,FAILED,,1882,0,2024-11-01 11:09:36
TXN12593,SO30240,API_INVOICE,FAILED,ERR_TIMEOUT,3555,2,2024-11-01 11:09:39
TXN12594,SO39535,API_INVOICE,SUCCESS,,1884,0,2024-11-01 11:09:42
TXN12595,SO31346,EDI_850,SUCCESS,,3319,0,2024-11-01 11:09:45
TXN12596,SO38532,EDI_856,SUCCESS,,3918,0,2024-11-01 11:09:48
TXN12597,SO31729,API_ORDER,SUCCESS,,864,0,2024-11-01 11:09:51
TXN12598,SO30695,API_INVOICE,FAILED,ERR_MISSING_FIELD,2268,2,2024-11-01 11:09:54
TXN12599,SO31158,API_ORDER,SUCCESS,,2969,0,2024-11-01 11:09:57
TXN12600,SO34309,API_INVOICE,SUCCESS,,4826,0,2024-11-01 11:10:00
TXN12601,SO39380,API_INVOICE,SUCCESS,,5701,0,2024-11-01 11:10:03
TXN12602,SO33954,EDI_856,FAILED,ERR_TIMEOUT,954,1,2024-11-01 11:10:06
TXN12603,SO36852,EDI_850,SUCCESS,,3233,0,2024-11-01 11:10:09
TXN12604,SO30888,EDI_850,SUCCESS,,2491,0,2024-11-01 11:10:12
TXN12605,SO34051,API_INVOICE,SUCCESS,,2557,0,2024-11-01 11:10:15
TXN12606,SO33628,EDI_856,SUCCESS,,2882,0,2024-11-01 11:10:18
TXN12607,SO33101,API_INVOICE,SUCCESS,,3313,0,2024-11-01 11:10:21
TXN12608,SO31007,EDI_850,SUCCESS,,3425,0,2024-11-01 11:10:24
TXN12609,SO33273,API_INVOICE,FAILED,ERR_TIMEOUT,3609,5,2024-11-01 11:10:27
TXN12610,SO38142,EDI_850,SUCCESS,,1242,0,2024-11-01 11:10:30
TXN12611,SO38667,EDI_856,SUCCESS,,2329,0,2024-11-01 11:10:33
TXN12612,SO38727,API_ORDER,PENDING,,1693,2,2024-11-01 11:10:36
TXN12613,SO35612,API_ORDER,FAILED,ERR_TIMEOUT,5250,5,2024-11-01 11:10:39
TXN12614,SO35747,API_ORDER,SUCCESS,,4274,0,2024-11-01 11:10:42
TXN12615,SO30724,EDI_850,SUCCESS,,1989,0,2024-11-01 11:10:45
TXN12616,SO37579,EDI_856,SUCCESS,,4945,0,2024-11-01 11:10:48
TXN12617,SO36466,EDI_856,SUCCESS,,3374,0,2024-11-01 11:10:51
TXN12618,SO30269,EDI_850,SUCCESS,,3751,0,2024-11-01 11:10:54
TXN12619,SO32056,API_INVOICE,SUCCESS,,1112,0,2024-11-01 11:10:57
TXN12620,SO38810,EDI_850,SUCCESS,,2186,0,2024-11-01 11:11:00
TXN12621,SO32527,EDI_850,SUCCESS,,1425,0,2024-11-01 11:11:03
TXN12622,SO36355,API_ORDER,SUCCESS,,2940,0,2024-11-01 11:11:06
TXN12623,SO35043,EDI_850,SUCCESS,,3991,0,2024-11-01 11:11:09
TXN12624,SO30304,API_INVOICE,SUCCESS,,5342,0,2024-11-01 11:11:12
TXN12625,SO38485,EDI_850,SUCCESS,,1583,0,2024-11-01 11:11:15
TXN12626,SO33246,API_INVOICE,SUCCESS,,2275,0,2024-11-01 11:11:18
TXN12627,SO33440,API_ORDER,SUCCESS,,2506,0,2024-11-01 11:11:21
TXN12628,SO37193,EDI_850,SUCCESS,,5421,0,2024-11-01 11:11:24
TXN12629,SO31129,API_ORDER,SUCCESS,,4748,0,2024-11-01 11:11:27
TXN12630,SO35014,EDI_850,SUCCESS,,3012,0,2024-11-01 11:11:30
TXN12631,SO37030,EDI_850,SUCCESS,,5801,0,2024-11-01 11:11:33
TXN12632,SO39303,EDI_850,SUCCESS,,3110,0,2024-11-01 11:11:36
TXN12633,SO35475,EDI_850,SUCCESS,,891,0,2024-11-01 11:11:39
TXN12634,SO30000,API_INVOICE,FAILED,,3021,5,2024-11-01 11:11:42
TXN12635,SO39944,API_INVOICE,SUCCESS,,1824,0,2024-11-01 11:11:45
TXN12636,SO36554,EDI_856,PENDING,,1055,5,2024-11-01 11:11:48
TXN12637,SO39634,EDI_856,SUCCESS,,3993,0,2024-11-01 11:11:51
TXN12638,SO37633,API_INVOICE,PENDING,,1324,2,2024-11-01 11:11:54
TXN12639,SO38218,EDI_856,SUCCESS,,1388,0,2024-11-01 11:11:57
TXN12640,SO37161,API_ORDER,SUCCESS,,5644,0,2024-11-01 11:12:00
TXN12641,SO31939,API_INVOICE,SUCCESS,,4193,0,2024-11-01 11:12:03
TXN12642,SO32940,API_ORDER,FAILED,ERR_INVALID_VALUE,5621,2,2024-11-01 11:12:06
TXN12643,SO31529,API_ORDER,SUCCESS,,4571,0,2024-11-01 11:12:09
TXN12644,SO39792,API_INVOICE,SUCCESS,,3234,0,2024-11-01 11:12:12
TXN12645,SO34586,EDI_850,SUCCESS,,5692,0,2024-11-01 11:12:15
TXN12646,SO31283,API_INVOICE,SUCCESS,,2411,0,2024-11-01 11:12:18
TXN12647,SO34788,API_ORDER,SUCCESS,,697,0,2024-11-01 11:12:21
TXN12648,SO33404,API_INVOICE,SUCCESS,,5572,0,2024-11-01 11:12:24
TXN12649,SO39821,EDI_850,FAILED,ERR_INVALID_VALUE,3511,5,2024-11-01 11:12:27
TXN12650,SO37308,EDI_856,SUCCESS,,3373,0,2024-11-01 11:12:30
TXN12651,SO30996,API_ORDER,SUCCESS,,1877,0,2024-11-01 11:12:33
TXN12652,SO31239,API_ORDER,SUCCESS,,2192,0,2024-11-01 11:12:36
TXN12653,SO39668,API_INVOICE,PENDING,,3253,3,2024-11-01 11:12:39
TXN12654,SO35558,API_INVOICE,SUCCESS,,5402,0,2024-11-01 11:12:42
TXN12655,SO34685,API_INVOICE,SUCCESS,,5683,0,2024-11-01 11:12:45
